Tenure,Children,Age,Outage_sec_perweek,OnlineSecurity,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None
11.23691953,3,54,11.21140731,1,164.978458,1905.350528,0,1,0,0
14.64298089,1,63,9.844484181,1,184.978458,1597.578464,0,0,1,0
12.57273206,1,59,9.577623408,0,204.979684,1348.141984,0,0,1,0
4.266309981,0,65,7.083133504,0,149.97755,615.1161821,0,0,0,1
14.51274009,1,48,7.979875858,1,164.971516,2029.905606,1,0,0,0
16.01233793,1,49,12.17826323,1,129.977753,2010.958936,0,1,0,0
14.7212152,0,35,14.00503607,0,169.967067,1576.607681,1,0,0,1
5.947501617,2,87,14.05737023,0,184.963371,1330.615859,0,0,0,0
26.68008793,0,60,15.63302492,1,152.479779,2552.12106,1,0,1,0
24.77325806,0,82,8.556630945,0,179.947583,2234.450325,0,0,1,0
8.856546048,0,45,10.51538905,1,162.465269,1457.990407,0,1,0,0
6.12261616,2,44,10.28022332,1,119.95684,1263.008234,0,0,0,0
8.69123648,5,19,6.980525959,0,169.937833,1299.240934,0,1,1,0
7.443067222,3,37,14.69431857,1,174.975543,1190.580006,0,0,1,0
4.30774917,0,19,7.846044789,0,192.440432,811.9419618,0,0,1,0
1.277136149,1,70,10.7511092,0,147.460067,246.039373,0,0,1,0
1.722680046,0,51,7.901812987,1,142.515576,457.8089454,0,0,0,1
6.217715978,0,71,8.398877174,1,255.155493,1125.77426,0,0,1,0
5.412980331,3,30,11.02277295,0,182.446995,937.3165462,0,0,1,0
21.67433467,1,27,11.55209722,0,182.467607,2230.633867,0,1,1,0
3.99171522,0,36,8.366713908,1,185.007692,854.52613,0,1,0,1
20.93887792,2,76,12.12132108,1,199.990219,2674.568338,1,0,0,0
5.794641025,1,47,6.259396187,1,119.989722,786.3429747,0,0,0,1
14.91152829,0,26,11.98417084,1,174.958118,2193.593711,0,1,0,0
6.22614246,2,31,0.5073749,0,275.133571,1385.020283,1,0,1,0
6.093194674,0,34,10.34140063,0,217.472533,1045.580948,0,1,1,0
10.28304,0,56,7.625104,1,150.0208,1144.770736,0,0,0,1
10.50826,3,44,10.27858,0,242.6573,1724.050425,0,0,0,1
1.229945,1,62,4.808304,1,204.961,570.9128348,1,0,1,0
13.29584,0,39,12.27326,1,139.9568,1392.096076,0,0,1,0
2.105603,0,29,10.09367,1,129.9915,904.795841,0,0,0,0
7.976237,5,49,11.20146,1,242.6326,1410.771138,0,0,1,0
1.293553,0,18,4.681246,0,144.9607,278.4405252,0,1,1,0
5.982479,4,19,11.99276,0,275.1336,1418.914101,0,1,1,0
1.26105,1,43,7.713017,0,235.1372,1206.875735,1,0,0,0
7.698157,3,28,9.013523,1,177.4945,1683.821351,1,0,0,0
2.175619,3,86,8.44455,0,139.965,888.7773914,0,0,0,0
9.390135,4,70,9.749636,0,162.4608,1574.866243,0,0,0,0
20.16124,1,79,12.46495,1,130.0064,1903.284724,1,0,0,1
8.433722,3,84,8.4926,0,172.4579,1042.452905,0,0,1,0
3.081551,8,46,12.91472,0,169.9378,843.4262718,1,0,1,0
18.2156,8,29,6.006898,0,184.9634,2710.705946,0,0,0,0
14.80885,5,55,13.15703,0,172.4885,2097.707886,0,0,0,0
3.151239,4,86,7.346236,1,245.1457,970.5121325,0,0,1,0
16.81532,3,26,9.531669,0,230.1051,2095.701636,0,0,1,0
1.954899,2,79,10.62558,0,252.624,655.8025029,0,0,1,0
5.111408,2,72,12.42693,0,192.4567,722.0796766,0,0,1,0
11.42056,1,34,9.885262,0,117.4392,1623.908651,0,1,0,0
8.954465,1,45,14.12411,0,172.4404,1551.718247,1,0,0,0
7.387825,0,31,9.108143,0,162.4608,1411.701061,0,1,0,0
3.943222,1,20,7.737367,0,139.9816,822.774438,0,1,0,1
10.47338,3,80,9.905191,0,104.9781,1428.669992,0,1,0,0
4.773251,6,77,12.07642,0,232.6378,1557.79907,0,1,0,0
4.510318,1,44,9.643592,0,137.4836,1068.481652,0,0,0,0
3.843142,8,73,9.596264,1,167.4847,1349.319824,1,0,0,0
11.38469,1,45,10.95793,0,275.1336,1731.015044,1,0,1,0
7.178731,1,53,14.54552,1,132.4798,1421.45141,0,0,0,0
3.434965,3,20,8.591792,0,169.9447,782.5670721,0,1,1,0
11.93639,4,85,5.837482,0,104.9643,1399.828665,0,0,0,0
2.155733,3,28,6.146665,1,114.9728,411.9057225,0,1,1,0
4.600655,3,68,8.904816,0,159.965,733.0007061,0,1,1,0
7.376158,7,18,8.965014,0,149.9378,1669.828557,0,0,0,0
4.573172,8,82,8.360793,1,152.509,939.7724617,0,1,0,1
7.231407,0,28,12.32574,0,149.9447,1388.550492,0,0,0,0
9.84106,0,29,10.62793,1,212.6557,1501.582551,1,0,0,1
6.204958,1,54,8.215309,0,104.9629,717.4865643,0,0,0,1
8.962444,4,67,9.117724,0,172.4579,1172.296779,0,1,1,0
23.24675,0,28,10.83199,0,159.9349,2309.357899,0,0,1,0
8.716735,1,84,13.33801,0,144.9607,783.3606694,0,0,1,0
11.71454,1,68,11.02404,1,277.6513,1757.837077,0,1,1,0
3.08799,0,34,7.365321,0,159.9656,884.8222735,0,0,0,0
2.051002,1,21,9.485065,0,242.6143,845.0925039,0,0,1,0
25.17478,1,44,8.256042,1,160.0013,2341.106117,0,0,1,0
19.50558,0,54,11.47946,1,174.9755,2077.919709,0,0,1,0
6.645141,0,30,11.81668,0,152.4742,1350.573202,0,1,0,0
7.793232,0,48,12.20892,0,117.4392,1297.061633,0,1,0,0
13.37596,1,51,10.73901,0,230.1051,1670.352435,0,0,1,0
11.5352,4,60,16.47207,0,172.4567,1680.552794,0,0,0,0
6.025694,0,50,9.50503,1,152.4798,892.5309234,1,0,1,0
2.051657,2,87,12.13919,0,242.6106,1187.716662,1,0,0,0
8.082833,1,44,10.40481,0,149.9776,980.4160232,0,1,0,1
2.654262,1,82,8.98954,0,192.4404,500.6893216,0,0,1,0
2.104985,2,29,7.872117,0,117.4858,626.494018,0,1,0,1
16.59389,3,23,9.056277,0,127.4601,2130.220399,0,0,0,0
31.32024,4,44,10.65375,1,107.4806,3022.776148,0,0,0,1
21.03542,1,68,5.006946,0,102.4746,1784.938558,0,0,0,1
3.465896,2,75,12.89594,0,232.624,1206.219227,1,0,0,0
12.4962,2,31,9.127013,0,222.6281,2193.26463,0,0,0,0
13.63369,4,78,10.76672,0,214.9663,1554.801608,0,1,1,0
11.75027,0,64,6.855385,0,127.4421,1485.647596,0,1,0,0
10.32943,4,46,10.44859,0,139.9816,1400.209666,0,0,0,1
8.333131,1,23,13.16243,1,172.4624,1187.710162,0,0,1,0
9.602383,1,77,11.49389,1,257.6513,1968.75769,0,0,0,0
22.37984,3,63,10.41256,0,169.9447,2146.833629,1,0,1,0
9.061231,0,32,8.197798,0,172.4579,1172.004801,0,0,1,0
2.402087,0,42,8.202699,1,172.4624,561.6005724,0,1,1,0
12.85483,1,46,11.07391,1,142.4526,1918.333346,1,0,0,0
5.430488,3,55,11.70709,0,207.6386,1045.733553,0,0,0,1
5.26792,1,60,8.478086,0,124.9781,592.6545248,0,1,1,0
6.799748,1,36,11.58551,0,169.9378,965.3809411,0,0,1,0
8.954573,0,49,15.14143,1,149.9598,967.4628508,0,1,1,0
2.499923,2,26,9.1274,0,117.4872,843.6406855,0,0,0,0
8.084289,4,32,8.489595,1,184.9853,1315.312803,1,0,1,0
7.978289,5,67,13.10202,0,92.5018,832.638565,0,0,0,1
11.61721,8,67,4.407474,0,252.624,1671.56323,0,0,1,0
26.27061,1,36,11.50735,0,114.9838,2405.424259,0,1,0,1
9.881597,1,68,9.548649,0,220.1323,1366.505082,0,0,1,0
4.969544,3,67,10.82715,0,194.9663,1345.940597,1,0,0,0
14.86711,2,67,12.10717,0,137.4392,1415.406657,0,1,1,0
12.47887,0,52,7.598834,0,200.1652,1558.262612,0,0,0,1
2.958575,2,77,14.83322,1,162.4827,531.0770713,0,0,1,0
9.955486,1,36,11.68917,1,129.9778,1557.295826,0,0,0,0
17.08264,1,48,13.27431,0,149.9447,2160.951234,0,0,0,0
12.12823,0,25,7.554437,1,194.9744,1464.752497,0,0,1,0
9.832835,3,63,2.017746,1,152.5104,1583.398883,0,0,0,0
3.737401,1,19,4.271704,0,240.1149,1010.521133,0,0,1,0
4.791566,0,39,7.706983,0,147.4564,1085.979242,0,1,0,0
22.04122,4,44,11.24791,0,192.4705,2261.179586,0,1,1,0
6.86392,2,47,12.9485,0,104.9781,1128.042592,0,1,0,0
5.855847,0,71,9.800684,0,192.4404,768.3006696,0,0,1,0
3.744207,8,19,11.382,0,117.4858,978.3026986,1,0,0,1
7.809364,8,70,9.080608,1,152.4624,1572.631084,0,1,0,0
30.1778,1,72,10.74621,0,230.1051,2978.208092,0,0,1,0
5.66162,5,34,10.7843,0,172.4705,1478.422099,0,0,0,0
11.50316,4,76,14.23673,0,232.6378,2050.942844,0,0,0,0
6.818283,3,30,9.977086,1,217.484,1280.44084,0,0,1,0
10.48149,1,60,13.37836,1,164.9785,1679.924727,0,0,0,0
5.459489,4,59,9.711712,1,172.5104,773.1752584,1,0,1,0
6.363764,0,60,15.13968,0,159.9642,845.9832801,0,0,0,1
12.03582,1,55,8.92305,0,139.9678,1337.343299,0,1,0,1
11.07943,0,36,11.39908,0,127.4421,1522.482247,0,0,0,0
13.0511,0,57,15.04815,0,240.1149,1571.238893,0,1,1,0
18.381,1,49,12.38804,0,202.4433,1943.652184,0,0,1,0
11.87278,1,83,9.25069,1,107.4958,1464.845197,0,0,0,0
8.182907,5,77,5.432771,0,172.4871,1178.372362,0,0,0,1
6.765777,3,29,7.228889,0,137.4684,978.9249944,0,1,0,1
12.31839,1,62,13.2422,1,142.4526,1821.920781,0,0,0,0
5.173292,1,84,9.493989,0,232.6378,1366.649837,0,0,0,0
6.23273,3,44,5.512588,0,172.4441,912.4311552,0,0,1,0
4.252913,3,37,9.767021,0,242.6143,995.5630984,0,0,1,0
10.99952,7,19,5.985983,0,220.1478,1794.594938,0,1,0,1
7.831744,5,78,10.72873,0,159.9942,1016.19707,0,0,0,1
8.944195,4,83,17.82109,1,174.991,1231.728594,0,0,0,1
19.72758,4,41,8.173993,0,252.6378,2426.091797,1,0,1,0
5.003409,2,23,2.902962,0,197.6288,1106.910603,0,0,0,1
11.53174,3,53,11.13286,0,174.9768,1840.767702,0,0,0,0
14.29414,4,67,8.762474,1,242.6326,1838.646452,0,1,1,0
28.28911,0,88,8.055983,0,182.4538,2461.030222,1,0,1,0
27.98865,2,77,11.47448,0,104.9643,2679.775265,0,0,0,0
15.2109,1,43,12.53895,1,210.127,1875.199655,0,1,1,0
1.577215,1,73,11.38954,0,92.45514,575.972228,0,1,0,0
16.85088,3,45,7.401544,0,134.9509,1661.330631,1,0,1,0
16.6564,3,57,13.09285,0,172.4441,1770.955679,0,0,1,0
8.275832,4,36,7.706837,1,237.6549,2019.213435,0,0,0,0
1.789614,0,69,8.568928,1,207.4673,568.2599017,0,0,1,0
5.943865,8,30,11.4707,0,159.965,1039.286045,0,0,1,0
11.4255,3,44,12.54175,0,192.4404,1452.597026,0,0,1,0
29.35795,0,25,9.521566,1,277.6375,3232.873635,0,0,1,0
3.543665,3,31,13.1638,0,149.9447,1121.849069,0,0,0,0
1.75453,1,64,11.78195,0,220.1323,713.7053321,1,0,1,0
19.87069,3,48,9.011534,0,149.9378,2472.105638,1,0,0,0
9.637159,4,31,6.210987,1,202.6829,1639.666431,0,1,0,1
7.658218,0,22,7.576687,1,277.6375,1417.62647,0,0,1,0
2.465822,1,57,8.398662,1,242.6326,809.8918631,0,0,1,0
8.353798,1,23,8.494806,1,139.9568,1117.452708,0,0,1,0
9.37017,1,52,12.46389,0,255.1372,1428.317482,1,0,1,0
3.362461,3,69,15.98748,0,127.4887,545.9811422,0,1,0,1
8.394454,3,61,9.543086,0,184.9496,1566.320356,0,1,0,0
2.432366,1,84,3.866889,1,107.4958,688.0396207,0,0,0,0
4.044068,6,54,5.57797,0,104.9629,694.3512691,0,0,0,1
13.17391,0,67,8.386358,1,127.4958,1179.636227,0,0,1,0
1.375567,1,40,14.93471,1,235.1591,840.8676674,0,1,1,0
24.34252,8,37,13.19778,1,202.6362,3276.40737,0,0,0,0
2.301376,1,29,14.58236,1,225.1457,1408.898779,0,1,0,0
16.64818,2,23,10.01972,0,92.45514,1923.285458,0,1,0,0
4.564096,1,36,8.245298,0,149.9378,1113.404715,0,0,0,0
5.29727,8,76,14.78858,1,132.466,1326.549878,0,0,0,0
5.099454,1,87,7.841697,1,212.6228,1362.860416,0,0,0,0
6.03955,1,51,8.992821,0,124.9781,685.3879681,0,0,1,0
4.749684,1,25,17.03765,0,124.9607,982.9569892,1,0,0,0
21.61867,0,40,8.376945,0,144.9607,1871.706612,1,0,1,0
15.51194,8,30,13.3061,1,222.65,2196.073405,0,0,1,0
1.319201,4,19,17.14612,1,107.4806,646.5215872,0,1,0,1
8.66647,2,21,6.618072,1,160.0013,1094.644005,0,0,1,0
2.748652,0,65,10.61107,1,235.1591,840.6246629,0,0,1,0
2.830635,0,51,5.574893,0,240.1149,753.4677251,0,0,1,0
5.423869,1,86,10.29493,0,184.9496,1179.381802,0,1,0,0
12.09638,1,52,8.805561,1,222.6326,2028.886621,1,0,0,0
7.117565,1,68,13.65356,1,117.4686,1133.237154,0,0,0,0
6.575242,1,89,12.10685,0,159.9349,727.0646246,0,0,1,0
9.951059,0,18,13.35871,0,262.6106,1539.085061,0,1,1,0
7.890163,2,33,13.22236,1,210.127,1291.871722,0,0,1,0
1.230987,3,58,10.7445,0,147.4713,394.202773,0,0,0,1
1.650984,3,65,6.488715,1,247.6647,1328.483312,0,1,0,0
5.237873,1,86,14.3374,0,197.4725,1249.287563,0,0,0,0
17.13556,0,80,14.15632,1,194.9882,1693.253857,0,1,1,0
3.708394,1,86,16.57893,0,162.447,883.6816755,0,1,0,0
5.582839,0,44,6.212355,1,200.1465,1146.224262,0,0,0,1
16.02992,8,45,9.330391,1,117.4835,1806.59355,0,0,0,1
3.523461,0,53,8.615047,1,197.484,1173.915894,0,0,0,0
7.535729,2,35,12.02949,0,114.9658,965.7588051,0,0,0,1
9.759887,0,60,12.47818,0,172.4733,1175.631327,0,0,0,1
30.7698,2,71,6.751421,1,117.4835,2744.394944,0,0,0,1
12.43721,0,70,11.98767,1,202.65,1980.207923,0,1,0,0
6.739405,0,46,9.452414,1,245.175,1344.476361,0,1,0,1
3.383778,1,64,13.7331,0,207.6094,762.0564475,0,0,1,0
4.632153,10,44,6.098505,0,137.4392,945.5166208,0,1,1,0
1.900671,6,21,8.976742,0,124.9781,516.253628,0,1,1,0
6.074592,3,26,13.47294,0,220.1478,1197.913731,0,0,0,1
16.04075,0,75,12.66401,0,134.9509,1321.951163,0,0,1,0
21.58352,0,81,11.14827,0,202.4433,1988.072662,0,0,1,0
10.46977,4,27,15.51053,0,159.9349,1341.803325,0,0,1,0
11.00764,4,75,11.8295,1,184.961,1835.301769,1,0,0,0
17.55138,4,19,11.69911,0,194.9525,2484.205678,1,0,0,0
7.675218,1,47,14.23604,1,174.9581,1515.545459,0,1,0,0
8.907101,0,81,9.462635,1,222.6326,1641.698648,0,0,0,0
4.275019,1,43,10.45334,1,184.9853,827.7165459,0,0,1,0
4.836004,0,83,8.692293,0,117.4872,786.6024394,0,0,0,0
7.109947,0,22,10.34418,1,107.482,1245.2646,1,0,0,0
17.98438,1,59,10.99266,0,159.9476,2197.871959,0,0,0,0
2.918826,4,81,9.512708,0,212.6415,1263.539898,0,0,0,0
2.180679,0,81,10.5339,0,162.4538,805.2602253,0,1,0,0
2.201845,2,26,9.096999,0,167.4564,482.1944216,1,0,1,0
4.418468,1,67,12.69755,0,137.4836,985.5470101,0,1,0,0
4.798977,3,19,16.89285,0,127.475,746.7953574,0,0,0,1
14.1687,1,24,16.79023,1,245.1457,2031.234186,0,0,1,0
4.927273,9,82,8.440102,0,114.9509,1075.114258,0,0,0,0
10.7285,1,26,9.418504,0,124.9607,1469.569398,1,0,0,0
4.028152,0,80,5.081352,0,172.4742,558.7166007,1,0,1,0
26.74209,1,89,11.03899,0,245.147,3121.880615,0,0,0,0
4.029419,8,19,12.77923,0,137.4836,1244.250467,0,0,0,0
19.68549,6,20,9.061046,0,200.1185,2766.730566,0,0,0,0
6.17382,2,60,12.90631,1,194.9744,841.3922748,0,1,1,0
3.990716,1,86,10.30058,0,134.9509,411.6028202,1,0,1,0
11.90634,2,35,9.867501,0,172.4733,1495.042007,1,0,0,1
7.394788,3,47,13.05828,1,265.1283,1449.160419,0,0,1,0
1.445549,10,41,15.39099,0,104.9643,869.1995017,0,1,0,0
8.696181,0,41,5.946073,0,112.4551,737.6363933,0,0,1,0
6.840972,0,40,10.54611,1,195.0062,919.5165157,0,0,1,0
20.43585,1,28,9.965158,0,134.9801,2021.193572,1,0,0,1
2.707119,2,40,9.078682,1,187.5139,885.2339594,0,1,0,1
6.280617,7,60,10.27753,0,92.45514,1106.403216,0,0,0,0
7.458443,1,61,8.051613,0,214.9525,931.3751448,0,0,1,0
4.465592,3,70,10.03504,0,232.6378,1463.186559,0,1,0,0
12.63822,0,39,13.12078,0,159.9805,1385.435891,0,1,0,1
13.14986,1,32,7.144377,0,182.4676,1515.763354,0,1,1,0
25.69631,0,28,13.23481,1,225.1457,3298.322775,0,1,0,0
3.089663,2,29,7.548639,1,149.9778,634.9659165,0,1,1,0
7.94384,0,83,9.182092,0,144.9607,610.2392527,0,0,1,0
13.31739,3,73,10.72004,0,117.4872,1606.689609,0,1,0,0
10.57654,2,33,11.48171,0,162.4676,1792.965757,0,1,0,0
10.37052,3,46,9.320336,0,182.4433,1772.190486,0,0,0,0
3.478065,0,66,2.096375,0,147.4564,889.8305751,0,0,0,0
10.36313,3,45,9.195938,0,172.4567,1685.196727,0,1,0,0
10.269,4,33,17.80133,1,242.6326,1620.308367,0,1,1,0
9.526371,2,24,8.466816,0,139.9816,1297.915797,0,0,0,1
10.39421,6,49,11.11393,0,129.9621,1776.755229,1,0,0,0
10.32825,0,59,11.18965,0,187.6094,1683.120743,0,0,0,0
13.85765,1,19,15.47441,0,242.6281,1946.937264,0,0,1,0
4.338536,4,70,7.201032,0,172.4404,1230.940963,1,0,0,0
8.492867,2,48,12.099,0,137.4616,1013.266498,0,1,0,1
2.649474,4,74,5.908518,0,184.9634,1164.574248,0,0,0,0
18.5303,4,32,7.390473,0,220.1185,2157.669912,1,0,1,0
4.970731,0,52,14.7789,0,235.1372,1450.54664,0,1,0,0
2.493434,0,58,8.727294,1,127.482,249.3579815,1,0,1,0
25.26752,0,44,12.92213,0,159.983,2351.365618,0,0,1,0
3.020801,4,83,11.57569,0,129.995,590.380115,0,0,0,1
4.905018,2,76,11.3061,0,192.4404,782.6217803,1,0,1,0
1.198203,1,81,10.44399,0,169.9378,276.5777606,0,0,1,0
1.366478,0,66,7.739305,1,210.127,634.6246024,0,0,1,0
8.492902,2,28,10.66234,0,207.4754,1653.756383,1,0,0,0
5.26283,0,83,11.16641,0,127.4738,993.5285482,0,0,0,0
2.734669,5,60,5.521606,1,174.9882,1228.5527,0,0,0,0
7.533801,1,18,10.8684,0,172.5034,1151.972963,0,0,0,1
12.02081,4,63,10.52082,0,149.9707,1401.33731,1,0,0,1
2.548892,2,57,13.64856,1,190.127,1236.080387,0,0,0,0
3.459881,1,48,10.50011,1,149.9741,971.0579616,1,0,0,0
4.674085,1,47,19.50058,1,182.497,745.4775132,0,0,1,0
27.73225,3,77,11.51957,0,192.4705,2588.510628,1,0,1,0
15.13792,8,77,7.126864,0,182.4433,2128.992056,0,0,0,0
3.374565,0,71,10.3617,0,139.9349,906.5332012,0,0,0,0
6.791156,3,74,17.24567,0,179.9476,797.3327965,0,0,1,0
1.703799,0,39,8.163008,0,127.4421,744.427424,0,0,0,0
5.229738,0,45,7.309462,0,102.4746,534.4791223,0,0,0,1
1.4946,2,23,8.742106,1,255.1555,1004.770111,0,0,1,0
12.51454,0,33,10.92378,1,129.9926,1398.226038,1,0,0,1
12.85929,1,78,15.30999,0,169.9447,1303.045672,0,0,1,0
12.72079,5,64,11.10706,0,137.4392,1388.786045,0,0,1,0
4.066925,2,62,6.320917,1,129.9926,590.2497674,0,0,0,1
19.98033,3,26,8.003539,0,207.6094,2261.0457,0,0,1,0
11.53977,1,25,12.1254,0,182.4676,1453.840704,0,1,1,0
4.719731,4,63,6.966168,0,127.475,626.8266819,0,1,0,1
10.77918,2,21,15.50087,0,262.6106,1658.673224,0,0,1,0
7.667371,3,62,7.569971,1,235.1591,1345.843812,0,1,1,0
25.32558,3,74,9.71297,1,277.6513,2914.993204,1,0,1,0
16.30451,3,22,18.31879,1,245.1283,2674.664142,0,1,0,0
7.80313,4,26,7.090931,1,142.4827,1652.589596,0,1,0,0
7.944389,1,86,9.086285,1,212.6557,1237.129631,0,0,0,1
2.977062,0,18,11.55219,0,139.965,1002.753144,0,0,0,0
6.403857,2,79,13.49337,0,235.1372,1588.073926,0,0,0,0
15.88923,8,81,8.740627,0,240.1149,2018.432674,0,0,1,0
10.91296,0,78,9.462517,0,152.4579,1586.408716,0,1,0,0
16.16886,1,18,9.331181,1,270.1604,2657.509636,1,0,0,0
6.542299,1,57,10.60544,0,127.475,785.7678294,1,0,0,1
17.66747,1,51,5.306158,0,92.45514,1966.502807,0,0,0,0
5.63873,3,35,12.9755,0,159.965,843.9673513,0,0,1,0
9.307673,2,25,9.708487,0,167.4564,1067.709253,0,0,1,0
4.582941,0,57,14.67669,1,219.9902,921.6285886,1,0,1,0
7.755991,0,82,6.924593,1,242.6326,1177.660151,0,0,1,0
9.557096,2,29,9.660222,0,157.4698,1067.650921,0,0,1,0
5.219974,0,58,5.711911,1,149.9778,570.5832494,0,1,1,0
18.13802,0,60,10.38533,1,172.4624,1791.953298,0,0,1,0
3.935134,10,85,10.43098,0,255.1372,1151.849425,1,0,1,0
9.049865,2,74,10.74227,0,194.9992,1217.367061,0,0,0,1
5.596602,4,21,8.941573,0,164.967,1465.141784,1,0,0,0
3.908371,0,67,9.877819,0,104.9781,841.0151958,0,0,0,0
1.739449,0,43,12.62231,0,152.4579,949.5030179,0,1,0,0
6.002744,1,46,12.51589,1,194.9581,968.2908707,0,0,1,0
24.42176,1,26,5.255272,1,162.4526,2471.127552,0,0,1,0
3.197618,0,47,11.56658,1,160.0013,499.7241703,0,0,1,0
3.180149,5,86,9.35093,0,114.9976,553.4713761,0,0,0,1
6.981941,3,26,5.050186,0,159.9794,1403.290023,0,0,0,0
14.7857,0,32,17.74402,0,210.1051,2230.867361,0,0,0,0
9.361841,0,81,13.68251,1,174.9581,1511.485403,1,0,0,0
8.079294,2,48,11.95606,1,245.132,1403.556394,0,1,1,0
9.487121,2,43,6.139202,0,265.147,1523.207235,1,0,1,0
7.409149,2,83,11.6577,0,92.5018,641.192229,0,1,0,1
5.111421,1,85,10.25643,1,172.4555,655.4787829,0,0,1,0
4.770815,3,38,11.96338,0,245.147,1550.381641,0,0,0,0
2.65459,0,67,9.299708,0,202.4433,479.1497047,0,0,1,0
13.71891,1,55,9.962708,1,225.1457,2259.182707,1,0,0,0
12.69435,2,53,7.96371,0,194.9768,1444.696816,0,0,1,0
6.324505,3,52,5.566561,0,104.9629,842.4625146,0,0,0,1
14.80965,3,63,7.473832,0,117.4872,1844.034359,0,1,0,0
13.8206,3,29,11.2307,1,119.9568,2020.782911,0,0,0,0
2.130946,0,81,9.700795,0,245.147,1147.794876,1,0,0,0
5.885148,1,82,13.04796,0,179.9476,635.2980162,1,0,1,0
12.77209,0,83,11.12455,0,242.6573,1642.269113,0,0,0,1
3.112447,1,68,7.711119,0,160.0122,560.0748491,0,0,0,1
6.816014,3,53,8.06957,1,257.6375,1799.882577,0,1,0,0
7.367806,3,49,4.131287,1,154.9919,1515.049953,0,0,0,0
21.08084,0,33,9.257301,1,207.4811,2300.741445,0,0,1,0
13.15232,1,49,9.73327,0,134.9509,1201.308416,1,0,1,0
1.270546,6,43,8.719019,0,124.9607,792.7917972,0,1,0,0
16.56118,4,69,5.353483,1,167.4847,2281.384323,0,0,0,0
12.21802,2,19,8.008225,0,187.656,1749.384846,0,0,0,1
6.137692,2,87,5.099569,1,139.9792,767.624909,0,0,0,1
12.82428,3,22,10.37097,0,159.965,1557.64411,1,0,1,0
7.458099,1,70,7.828963,0,172.4871,1065.848768,1,0,0,1
1.397042,4,80,9.527541,0,149.9483,295.9085258,0,0,1,0
14.98386,3,60,7.908108,1,257.6375,2446.187988,0,0,0,0
19.75809,0,58,13.19755,0,104.9643,2006.106282,0,1,0,0
12.27217,1,32,10.17344,1,132.5127,1498.47689,1,0,0,1
9.23286,1,40,7.160613,0,255.1198,1903.763394,0,0,0,0
2.497434,0,47,9.267577,0,207.6386,739.280489,0,0,0,1
15.91251,2,73,11.3134,0,197.6288,1883.901145,0,0,0,1
4.527648,4,40,7.09874,1,129.9915,1190.326671,0,0,0,0
3.99954,0,74,10.02228,0,127.4738,837.2390946,0,1,0,0
8.133191,0,46,13.6576,1,204.961,1158.223413,0,1,1,0
8.970035,1,60,7.614454,0,245.147,1760.757293,1,0,0,0
1.589535,1,56,10.12576,0,149.9928,711.8524934,1,0,0,0
7.88215,1,55,11.57698,1,154.9919,1475.953048,0,1,0,0
4.244854,0,25,4.06907,0,194.9768,829.6494763,0,0,1,0
18.65137,0,82,14.56169,1,217.484,1904.888901,0,0,1,0
3.399281,0,51,16.22817,1,107.5286,517.7918192,0,0,0,1
9.594746,0,30,10.0764,1,117.5152,1183.953112,0,0,0,1
3.199682,1,83,10.2213,0,162.4713,465.629346,1,0,1,0
13.24052,2,63,13.5599,0,159.9349,1389.232023,0,0,1,0
9.584536,0,71,11.98918,0,149.9776,984.1544122,0,0,0,1
1.135161,2,38,9.409715,0,220.1323,731.9309009,0,0,1,0
1.835282,6,32,16.88379,1,222.6792,1040.201495,0,0,0,1
14.76538,0,32,14.06327,0,172.4579,1686.444218,0,0,1,0
14.95975,2,40,9.270527,1,195.0062,1646.32071,0,0,1,0
8.487326,2,45,12.80286,1,162.4526,1181.038508,0,1,1,0
16.25256,0,51,11.17461,1,152.4555,2148.657258,1,0,0,0
17.4028,1,30,8.4836,0,139.9349,2221.185633,0,0,0,0
5.850283,5,42,13.99538,0,182.447,995.3738841,0,0,1,0
20.43277,4,75,4.528985,0,184.9797,2441.738277,1,0,0,0
2.763224,4,82,5.147124,0,197.4725,1151.98874,0,1,0,0
15.73243,10,64,12.80754,0,265.147,2212.360308,0,0,1,0
1.482474,1,66,9.204904,0,159.9476,822.7908952,0,0,0,0
3.437502,0,55,11.63888,0,157.4698,419.4107069,0,0,1,0
17.20502,2,86,11.24506,0,139.965,2089.469335,1,0,0,0
8.327722,4,49,9.326198,0,124.9935,880.6292606,0,1,0,1
2.225465,7,68,15.65819,0,144.9607,488.6462667,0,1,1,0
2.477945,1,23,11.98003,0,172.4441,612.0541917,0,1,1,0
9.25848,2,50,3.978796,0,147.5031,1149.144476,0,1,0,1
20.14176,3,53,10.80628,0,169.9378,1982.143037,0,0,1,0
11.14615,2,85,10.22095,0,220.1185,1317.291468,0,0,1,0
1.5183,3,68,7.732668,1,127.482,315.1395676,0,1,1,0
14.80365,3,80,10.45028,1,164.9647,2031.533699,0,0,0,0
2.734057,1,27,11.913,0,147.4713,639.7154381,0,0,0,1
10.17576,0,62,12.46778,0,210.1518,1473.485303,0,0,0,1
1.582585,0,29,6.933869,0,174.9699,950.7410569,0,0,0,0
9.38329,4,40,11.58268,1,235.1591,1542.3033,0,0,1,0
10.85537,0,67,10.40504,1,222.65,1446.937317,1,0,1,0
7.400769,2,66,10.51146,0,220.1149,1553.818731,0,0,0,0
