Children,Age,Outage_sec_perweek,OnlineSecurity,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None
1,68,12.84461,1,255.1555,1380.765825,0,1,1,0
0,55,11.62614,1,174.9755,1469.854845,0,0,1,0
4,66,9.816727691,0,157.483594,526.38731,0,0,1,0
1,67,10.88926,0,184.9634,6411.520424,0,0,0,0
1,40,13.47526316,0,137.439154,1919.490397,0,0,1,0
8,25,9.069765,0,202.4433,1674.101146,0,1,1,0
2,47,7.509389052,1,197.494455,676.2178659,1,0,1,0
2,76,14.32642,0,207.6094,5005.866114,1,0,1,0
1,36,7.888059,1,119.9568,2494.211424,0,1,0,0
1,29,12.20313,0,157.4698,820.9054953,0,0,1,0
0,88,8.421281,1,202.65,6515.886968,0,0,0,0
2,61,10.8713,1,154.9755,1701.75372,1,0,0,0
1,59,6.291111,1,257.6375,5364.761472,1,0,0,0
2,39,15.31615,0,169.9671,1349.872551,0,1,0,1
0,70,11.68265,0,232.6378,6155.213641,0,0,0,0
0,50,12.39145,0,207.6094,6127.79877,0,0,1,0
0,75,7.908634,1,162.4689,959.4182525,1,0,1,0
3,19,9.249991739,0,114.983787,1645.259689,0,0,0,1
0,85,13.41929614,0,112.484375,552.7011071,1,0,0,1
5,84,10.57996614,1,174.961766,1173.562649,0,1,1,0
2,33,13.22236,1,210.127,1291.871722,0,0,1,0
2,66,11.9505,1,129.9598,4815.694058,0,0,0,0
0,38,6.037666483,0,127.506726,411.2961627,1,0,0,1
4,44,2.992013152,0,129.948316,1449.202089,1,0,0,0
4,68,9.906298,0,124.9607,673.250968,0,1,0,0
2,49,10.56199,1,235.1417,5697.928731,0,0,0,0
0,57,5.868957217,0,125.007314,790.9469893,0,0,0,1
0,59,10.11933502,0,104.962874,1215.114995,0,1,0,1
1,84,14.25669,0,192.4404,4246.327693,1,0,1,0
10,44,6.098505,0,137.4392,945.5166208,0,1,1,0
6,25,8.036878,0,202.4433,4910.205779,0,1,1,0
1,55,2.355031,0,92.45514,4782.949918,0,0,0,0
7,46,17.13207,0,92.45514,1545.148232,0,0,0,0
2,86,10.70974,0,287.6427,992.9856288,0,0,1,0
0,67,10.89757,0,114.9658,4656.349658,1,0,0,1
1,69,14.34346,0,200.1323,5197.361049,1,0,0,0
0,61,15.45232,1,142.4526,5881.167892,0,1,0,0
0,37,13.23123,1,245.1457,6037.103766,0,1,1,0
0,67,8.247672688,0,230.105118,695.6222319,0,0,1,0
1,32,6.279415,0,105.011,5517.467178,0,1,0,1
0,39,7.706983,0,147.4564,1085.979242,0,1,0,0
0,41,8.698426,0,207.6094,1246.19633,1,0,1,0
0,36,6.332682,1,162.4689,992.4258553,0,1,1,0
2,59,5.258274954,0,112.455141,886.9398744,0,0,1,0
1,85,9.228351,1,129.9598,5770.223241,0,1,0,0
4,85,9.617602049,0,232.637807,1718.600163,0,0,0,0
0,34,7.893642,0,117.472,4415.844265,0,0,0,1
0,42,7.73163,0,162.4937,5270.238451,0,1,0,1
1,39,7.796747,1,130.0064,6013.656205,0,0,0,1
0,60,11.48746,0,137.4616,5672.561903,1,0,0,1
3,34,2.358964139,1,119.95684,1763.355488,0,0,0,0
3,30,14.06274,0,129.9621,4984.78563,1,0,0,0
3,54,4.368120492,0,134.950905,822.6771666,0,1,1,0
0,26,7.081915,0,159.9794,4697.773285,0,0,0,0
8,34,8.704414121,0,92.455141,1971.551928,0,0,0,0
4,38,11.41757633,0,139.9678,1262.985557,0,0,0,1
0,87,9.36669,1,194.9744,511.1215788,1,0,1,0
1,58,4.448719,0,182.4676,1884.134154,1,0,1,0
2,21,12.60968,0,207.4754,1999.64045,1,0,0,0
4,70,9.749636,0,162.4608,1574.866243,0,0,0,0
1,34,10.42511,0,240.1149,722.2139832,1,0,1,0
1,35,7.939605,0,200.1652,5591.655269,0,0,0,1
1,23,11.07762,0,157.4836,1338.084542,0,0,1,0
9,76,9.473029,0,192.4404,882.4522754,0,0,1,0
1,22,10.99334684,0,217.472533,839.4587853,1,0,1,0
0,49,13.52153,1,197.4876,5783.315378,1,0,1,0
2,31,5.43532,0,174.9768,5688.321792,0,1,0,0
1,20,9.210381,0,169.9378,883.2058714,0,0,1,0
0,58,8.421514,1,187.4847,616.2094946,0,0,1,0
0,18,9.760517,1,232.652,6745.439598,0,0,0,1
1,72,15.99328,0,182.4676,1403.146012,0,0,1,0
0,35,7.932636,1,152.4624,6037.703682,0,0,0,0
2,53,7.799113,1,197.484,1537.896278,0,0,0,0
4,60,7.280294,1,217.4702,5742.488347,0,1,1,0
2,23,5.771475,1,257.6549,1469.056257,0,0,1,0
3,77,9.714093,1,149.989,1604.504838,0,0,0,1
1,83,15.31929,0,240.1149,1133.808688,1,0,1,0
4,44,9.704564,1,127.4958,5163.3129,0,0,1,0
10,22,2.500164,0,242.6143,6310.076724,1,0,1,0
2,22,18.39537758,0,169.944668,1624.799349,0,1,1,0
0,74,6.799101,1,152.5104,924.895642,0,1,0,0
2,51,14.20149723,0,182.467607,1282.45127,0,0,1,0
3,19,12.01345,0,159.9476,4652.920592,0,1,0,0
4,73,14.32472,0,114.9658,4937.838244,0,0,0,1
3,77,9.799426,1,172.4624,6035.567594,0,0,1,0
5,52,13.32489174,0,149.984492,764.893446,0,0,0,1
1,59,14.66262,0,184.9634,1028.550477,0,0,0,0
0,20,10.24287,1,152.5022,6097.873428,0,0,0,1
0,49,9.740724,0,162.447,5782.142746,0,0,0,0
2,67,10.5436,1,222.65,5131.088734,0,0,1,0
1,32,13.2872,1,195.0062,5338.013529,0,0,1,0
3,51,10.32042,0,212.6415,5561.852852,0,1,0,0
8,87,10.38714,0,169.9928,5717.977095,1,0,1,0
1,37,10.56544,0,252.624,5652.464417,1,0,1,0
2,25,9.030524,1,164.9785,1258.112414,0,0,0,0
4,23,13.03399,0,104.9643,2203.565459,0,0,0,0
0,61,7.172961,0,139.9512,6510.261516,0,0,0,0
4,61,12.1769,1,175.0211,5847.553618,0,0,0,1
2,20,8.533536,0,255.1336,4784.796994,1,0,0,0
3,70,7.540891,0,162.4937,1294.33801,0,0,0,1
4,25,6.027816542,1,129.959755,1720.167182,0,0,0,0
0,19,12.23706,1,174.9581,5717.290302,0,0,0,0
0,31,11.64621,0,179.9656,1293.256696,0,0,1,0
0,83,14.89095018,0,162.493654,636.8514545,0,1,0,1
0,78,7.466966,1,117.5015,5897.711605,0,1,0,1
1,59,12.43822,1,197.5169,4549.293713,0,1,0,1
0,72,3.559159,0,114.9658,4879.946762,1,0,0,1
9,81,9.797301,1,204.961,1927.803648,0,0,1,0
2,46,7.362249,0,125.0073,5118.044271,0,0,0,1
0,42,4.879655,0,167.4564,1086.270579,1,0,1,0
4,84,12.09466,0,92.48802,5114.306191,0,0,0,1
3,68,12.54574,0,182.4608,4271.125651,0,0,1,0
1,70,8.203522,1,207.4811,5850.927531,0,1,1,0
1,75,9.622553575,1,127.478341,1526.143641,0,0,0,0
0,32,8.096864,0,157.4698,4930.158658,1,0,1,0
2,51,7.786296,1,172.4555,5804.098375,0,0,1,0
2,61,4.617674,0,222.6281,4847.023011,0,0,0,0
0,67,11.62995,1,245.175,1704.872057,1,0,0,1
0,47,17.27337,1,222.6326,6516.610972,0,1,0,0
1,79,8.595822,1,137.4686,4522.22905,0,1,1,0
9,41,5.232014731,0,129.962093,1615.988955,0,0,0,0
2,81,13.4615,1,149.989,6013.704356,1,0,0,1
1,86,9.086285,1,212.6557,1237.129631,0,0,0,1
1,38,11.90577,0,162.4676,4570.378779,0,0,0,0
4,61,14.19495,0,129.9483,6247.6461,0,0,0,0
3,32,9.044706,0,162.4538,2303.354723,0,1,0,0
2,68,6.076260652,0,220.161527,1038.745378,0,0,0,1
0,45,7.309462,0,102.4746,534.4791223,0,0,0,1
2,78,7.876098,0,217.4725,589.198137,1,0,1,0
2,19,11.59568,0,124.9643,3796.689783,0,1,1,0
2,45,12.21135,0,137.5165,342.5038822,0,0,0,1
1,57,6.975702,0,182.4608,5569.125917,0,1,1,0
1,56,9.311366,0,147.4421,5311.978852,0,1,1,0
3,87,10.89199,0,200.1323,6816.033585,1,0,0,0
0,44,6.669277,0,172.4404,5743.829083,1,0,0,0
6,73,9.979656,0,137.4392,6060.997249,0,0,1,0
1,43,13.34835,1,255.1555,4918.917802,0,1,1,0
1,71,10.56362,0,159.9512,605.1321701,0,0,1,0
2,81,9.128286,1,257.6513,2509.367174,1,0,0,0
0,29,7.638651,0,182.4608,5964.398265,1,0,1,0
1,53,9.698184881,0,144.960655,2167.068284,0,1,1,0
1,69,10.96553586,0,159.980465,1898.877878,1,0,0,1
0,67,8.5852,0,194.9992,3879.472538,1,0,0,1
1,73,10.11985468,0,92.488023,583.0259559,0,0,0,1
2,33,10.23625,0,104.9781,1241.231205,0,0,0,0
0,56,7.276553998,0,204.963371,616.51937,0,0,1,0
4,41,9.957228621,1,139.979239,754.4414431,1,0,0,1
1,36,7.565105658,0,112.484375,589.9932647,0,0,0,1
1,76,8.14229928,0,92.455141,954.4058631,0,0,0,0
0,46,9.779093,0,242.6281,1002.004764,0,0,1,0
0,56,8.539641939,1,154.975543,1202.670117,0,0,0,0
2,32,8.574863899,0,102.474625,527.3823713,0,1,0,1
3,80,11.16863,0,164.967,4715.545669,1,0,0,0
4,62,9.00959,0,159.9805,577.5034833,0,1,0,1
9,21,10.3827,1,222.65,1967.055899,1,0,1,0
0,18,14.39528085,0,112.455141,278.350323,1,0,1,0
4,30,12.33102,0,159.965,1245.735579,1,0,1,0
1,68,7.95348,0,139.965,1581.415147,0,0,0,0
0,43,4.223341,0,172.4705,5260.340951,0,0,0,0
0,45,13.48181,0,79.97886,5389.491157,1,0,0,1
1,58,10.22013704,0,220.14775,1868.864027,0,1,0,1
8,34,8.190421561,1,232.652038,1991.187997,0,1,0,1
4,73,11.93102,1,207.4974,5141.242839,0,1,1,0
0,20,9.77495,1,149.9915,5999.97193,0,1,1,0
0,66,5.412992,0,147.4738,3777.403759,0,1,1,0
2,71,10.77725,0,159.9349,4899.24202,0,0,1,0
4,51,6.780313334,0,169.992756,441.5863902,0,0,1,0
3,41,11.9543,0,169.9928,5709.352717,0,1,1,0
2,69,7.043749,0,114.9658,5974.900569,0,0,0,1
0,76,12.36724,0,204.9496,6099.562776,0,0,1,0
1,76,7.892007202,1,194.974431,982.2094626,0,0,1,0
4,80,11.63026,0,179.9794,5867.544803,0,1,1,0
8,48,8.494651,1,245.132,1677.870071,0,0,1,0
4,25,14.63927,1,162.5299,4958.925244,0,0,0,1
1,41,10.03289,1,107.482,5915.392765,0,0,0,0
3,76,9.545938,0,169.9378,4047.773653,1,0,1,0
4,47,5.670833,1,197.4876,6035.036634,0,0,1,0
0,34,8.528837,1,119.9897,1283.330518,0,0,0,1
0,51,8.907172,1,184.9785,1796.010353,0,0,1,0
4,55,11.27833464,0,162.446995,1668.779606,0,1,0,0
8,63,13.88236,1,127.525,702.3872964,1,0,0,1
4,50,10.29605,1,162.4982,680.0803141,0,1,0,1
3,44,0.9003326,0,169.9378,874.5896088,0,1,1,0
0,83,8.887465,0,127.475,1330.997032,0,1,0,1
0,23,10.47559,0,149.9913,650.0225046,0,0,0,1
1,27,12.53943,1,222.65,2217.378277,0,1,1,0
1,82,9.37573,0,184.9797,5048.660319,1,0,0,0
1,32,11.25886,1,175.0062,4129.863047,0,0,0,0
1,74,12.49263,1,217.484,2083.650225,0,0,1,0
2,60,9.218559,0,275.1336,6263.672907,0,1,1,0
3,83,11.71373,0,159.983,4609.33258,0,1,1,0
0,64,11.26079,0,159.9656,5233.297186,0,0,0,0
4,64,11.81917,0,147.4601,1238.315929,0,0,1,0
2,37,10.05372,0,149.9447,5590.939054,0,1,0,0
0,73,11.90177,0,172.5034,1570.995815,0,0,0,1
0,30,8.913392702,0,207.609354,1612.238384,0,0,1,0
2,26,9.712856304,0,159.947583,1200.010955,0,0,0,0
2,87,7.612812481,0,275.133571,2064.474901,0,0,1,0
0,89,11.32238,1,184.9647,984.7206752,0,1,1,0
1,58,12.07226102,1,182.465269,2346.143947,0,1,1,0
4,61,10.4523599,0,267.642733,1803.917571,0,0,0,0
0,22,5.205660364,0,172.487091,1979.490592,1,0,0,1
2,62,6.320917,1,129.9926,590.2497674,0,0,0,1
3,82,9.60347,0,124.9607,4212.149496,0,1,0,0
1,58,11.20443812,0,230.134352,2109.348841,0,0,0,1
0,83,12.22514,0,144.9607,433.9442354,0,0,1,0
2,72,4.033514,0,112.4844,982.9761431,0,0,0,1
2,29,14.13216,1,212.6557,4181.563878,0,0,0,1
5,49,11.20146,1,242.6326,1410.771138,0,0,1,0
0,32,8.197798,0,172.4579,1172.004801,0,0,1,0
3,20,10.24791,1,149.9778,609.9482209,0,0,1,0
0,49,2.783453,1,172.4624,4835.663594,1,0,1,0
4,66,7.92766,1,117.4835,2291.020179,0,1,0,1
2,74,9.414665,1,245.175,4969.876754,0,0,0,1
0,22,6.989908,0,184.9496,1193.459499,0,0,0,0
8,37,9.159402,0,184.967,6191.698375,0,0,1,0
0,34,11.11012751,0,139.934918,922.2958319,0,1,0,0
2,84,8.763218085,0,169.937833,717.6823944,0,1,1,0
1,40,12.7476,0,204.9634,5563.392672,0,1,1,0
1,39,12.91232,0,230.1344,4038.962601,1,0,0,1
1,75,14.52197,1,149.9915,5287.642545,0,0,1,0
2,76,12.84627,0,192.4705,1492.762296,0,0,1,0
0,40,10.10186417,1,202.649979,1653.999552,0,0,0,0
0,71,11.6179,0,275.1198,5498.125633,0,0,1,0
0,36,12.57727,0,245.147,6854.114445,1,0,0,0
2,48,4.736819,0,192.4885,795.5471897,1,0,1,0
3,33,2.944771091,0,192.470522,1312.134316,0,1,1,0
2,29,13.82901227,1,177.48762,1716.011284,0,1,0,0
0,35,12.29288,1,137.4686,5896.604353,0,1,1,0
2,73,7.721245,0,117.4392,2316.736557,1,0,0,0
0,60,12.15104,0,252.6378,1322.914498,0,1,1,0
4,35,8.940681932,0,262.610632,1253.523378,0,1,1,0
3,53,12.51964,0,192.4404,6225.879093,0,0,1,0
3,37,5.832515,1,127.4783,6381.433866,0,0,0,0
3,57,18.30895,1,149.9741,6294.844556,0,0,0,0
3,22,14.00738,1,159.9875,4432.458176,0,0,1,0
1,32,11.48109,0,137.4684,1461.63528,1,0,0,1
4,45,11.22864,0,149.9913,4976.840428,0,1,0,1
1,84,11.2842,0,144.9607,1835.575859,0,0,1,0
1,64,14.61724,0,242.6143,6445.031985,0,1,1,0
2,47,12.93879,0,202.4433,6194.160429,0,1,1,0
4,25,9.717815,1,172.4555,4926.633778,0,1,1,0
5,69,10.66439,0,179.9476,6076.522348,1,0,1,0
7,74,6.261594795,1,114.972827,717.4300821,0,1,1,0
7,43,6.088598,1,164.9647,6709.021998,0,0,0,0
0,70,15.06674,0,204.9797,5237.251646,1,0,1,0
1,55,10.28781284,0,220.114868,1809.921626,0,0,0,0
0,20,7.208078,0,207.6386,981.8469749,1,0,0,1
4,67,18.85173,0,159.9794,2099.998325,0,0,0,0
6,86,9.682691,1,164.9889,4368.424816,0,0,1,0
1,50,10.91998,0,147.4738,602.6894614,0,0,1,0
1,81,10.47027,0,179.9794,5225.360098,0,0,1,0
0,20,12.2879,0,220.1149,6004.311688,0,0,0,0
0,26,12.0016,0,114.9838,5276.526343,0,1,0,1
0,58,8.805078,1,265.1283,6503.161137,0,0,1,0
9,57,12.78854,1,162.4833,1241.877666,1,0,0,0
1,63,4.95574,0,242.6106,6123.627846,0,1,0,0
3,66,9.693742,0,129.9483,6453.516809,0,0,0,0
0,49,8.430619,0,129.9621,5338.007308,0,0,0,0
3,76,7.419786,1,182.497,4643.51863,0,0,1,0
2,64,12.28017,0,187.656,1122.270266,0,1,0,1
8,54,8.946399,1,152.4884,4648.662738,0,1,0,1
1,49,8.734579171,1,245.128318,1341.450253,0,0,0,0
0,46,11.24745547,0,137.469817,1534.097093,0,1,0,0
0,80,14.90964,0,232.624,5155.317217,0,1,0,0
1,84,10.3891,0,104.9629,807.0176026,0,0,0,1
0,38,6.445166,0,169.9378,5503.629445,0,0,1,0
1,36,8.631911,0,92.45514,4984.657525,0,0,0,0
1,36,8.460713,0,139.9678,5731.573712,0,0,0,1
3,58,12.50834927,0,194.952509,2346.894471,0,0,0,0
3,51,17.86153,0,147.4893,4533.343418,0,0,0,1
3,63,6.69757,0,92.5018,5785.21074,0,1,0,1
0,63,8.485886,1,119.9568,5398.317847,0,0,0,0
9,33,6.823241689,1,152.479779,1257.485285,0,0,1,0
1,55,13.51296,0,112.4551,426.4255699,0,1,1,0
1,59,10.99266,0,159.9476,2197.871959,0,0,0,0
3,74,7.782504,0,169.9378,4735.770641,0,0,1,0
0,30,4.455634,0,207.6386,5474.08598,0,0,0,1
1,42,13.80292,1,139.9568,4355.520561,0,0,1,0
3,30,5.980381113,0,137.439154,996.4395858,0,0,1,0
4,34,8.523796,0,169.9378,5645.734587,0,0,1,0
0,48,16.53335,1,235.1591,6532.437967,0,1,1,0
2,48,13.30817874,1,162.500692,720.333405,0,1,1,0
2,39,2.698874,0,127.4421,1061.907795,1,0,0,0
1,21,10.043,1,255.1555,5490.285527,1,0,1,0
10,21,5.148114,0,149.9707,5617.743323,0,1,0,1
2,87,12.68772,0,194.9663,4719.847905,0,0,0,0
1,50,7.843654266,0,124.964303,561.4934455,0,0,1,0
1,80,14.21094097,0,149.962093,1333.444788,1,0,1,0
7,54,9.976411,1,267.6647,1716.442787,0,1,1,0
1,19,7.787263,0,172.4567,1814.120844,0,0,0,0
3,76,10.43971,1,225.132,1540.445045,0,0,0,0
1,54,11.64143982,1,162.482694,907.2094936,0,0,1,0
3,40,7.39847,0,117.4858,1134.541267,1,0,0,1
1,26,8.585681,1,127.4783,5563.341225,0,1,0,0
0,88,6.575864,0,184.967,5045.986552,1,0,1,0
3,44,4.539566699,0,242.657291,1256.287854,1,0,0,1
2,32,9.653612,0,114.9658,1398.161322,0,0,0,1
1,51,12.89208,1,207.4974,5095.801843,0,0,1,0
0,41,17.44644,1,152.4798,829.160544,0,0,1,0
1,78,8.803505,0,137.4684,362.0020605,0,0,0,1
0,42,8.202699,1,172.4624,561.6005724,0,1,1,0
3,78,7.498323,1,139.9861,4332.356783,0,0,0,1
0,27,8.71758667,0,149.984492,1559.824693,0,0,0,1
2,39,8.931385159,0,127.488728,677.2734494,0,0,0,1
3,30,14.36615,1,225.1457,2257.255977,0,0,0,0
4,71,7.102593738,0,169.992756,1688.039806,0,0,1,0
1,87,4.984025,1,129.9598,3943.462001,1,0,0,0
3,56,3.363527,1,175.0062,2701.761153,0,0,0,0
0,57,6.767055,0,222.6281,6223.9084,0,0,0,0
4,79,10.42980353,0,184.963371,1115.319187,0,0,0,0
7,85,10.93225,1,127.4958,1973.062252,0,1,1,0
0,73,7.167928889,0,147.456419,1716.888034,0,0,0,0
0,25,9.371011,0,142.4713,6068.222536,1,0,0,0
2,66,11.91416,1,129.9915,5622.709975,0,0,0,0
1,58,3.199247,0,182.4538,971.9322124,0,0,1,0
3,38,12.17482,0,147.4564,1153.463764,0,1,0,0
2,39,12.02259,1,95.00571,4170.086495,1,0,0,1
1,25,15.21772,0,159.983,916.275075,0,1,1,0
3,57,6.837113,1,172.4555,4683.297629,0,0,1,0
4,53,11.81524,0,172.4871,4672.338886,1,0,0,1
1,78,12.83525,1,147.4783,810.3780598,0,0,1,0
0,86,5.323245,0,159.9349,5042.294567,0,1,1,0
4,61,14.6804,0,127.4586,5565.471399,0,0,0,1
3,28,8.546718,0,92.45514,5899.437256,0,0,0,0
0,82,12.94698,0,124.9643,868.8224639,0,1,1,0
0,37,7.024369189,0,114.983787,793.2826057,0,0,0,1
1,36,6.592317798,0,104.962874,823.0046464,0,1,0,1
3,59,5.46402,0,139.9678,3946.79376,0,1,0,1
1,18,12.00707872,1,132.466002,1196.617394,0,0,0,0
8,83,14.84526,0,192.4705,5733.683956,0,0,1,0
3,81,10.33083,0,104.9629,4856.597445,0,1,0,1
8,77,10.40005,0,159.965,724.2818214,0,0,1,0
2,62,13.37613844,0,147.460067,476.4598684,0,0,1,0
4,38,13.1574,0,129.9483,5582.271342,0,0,0,0
0,62,13.28085,0,197.6288,4806.825085,0,0,0,1
3,79,10.58398,0,194.9699,5766.226735,0,1,1,0
2,79,10.62558,0,252.624,655.8025029,0,0,1,0
0,20,12.2004,0,137.5165,1552.219697,0,1,0,1
1,80,12.9098,0,184.9963,4081.555041,0,0,0,1
4,49,7.295501,0,139.9349,5774.350984,0,1,0,0
0,26,14.58138,1,190.127,3348.604428,0,1,0,0
1,65,5.214198,0,137.5165,5473.406858,0,0,0,1
4,49,12.5181,1,164.9647,1734.660297,1,0,0,0
4,88,13.46555,0,232.6378,1392.809918,0,0,0,0
2,36,8.834633,0,240.1149,1367.523632,0,0,1,0
2,35,10.83217,0,147.4564,1250.575676,0,0,0,0
8,41,8.31138,1,142.5007,1697.166405,0,0,0,0
2,28,6.67582,0,169.9671,4136.166396,0,1,0,1
0,26,6.094281,0,262.6106,5267.957878,0,0,1,0
3,81,4.071444,0,117.4872,6071.058616,0,1,0,0
0,72,7.88648,1,222.6326,6840.191109,0,0,0,0
2,51,11.18732698,0,200.132293,1537.296207,0,0,0,0
1,30,11.5752,1,219.9902,4103.440109,0,0,1,0
3,47,13.91424,0,207.6094,1227.038436,0,1,1,0
1,82,13.04796,0,179.9476,635.2980162,1,0,1,0
3,83,9.733557,0,240.1149,693.3489139,0,1,1,0
0,77,10.30752,1,129.9915,5473.599849,0,1,0,0
4,42,15.06990851,1,162.529926,1641.938696,1,0,0,1
3,28,9.103936329,0,204.963371,1982.607316,0,0,1,0
2,44,11.44366,0,172.4567,4343.433357,0,1,0,0
2,38,5.149963811,1,184.978458,1265.78479,1,0,1,0
3,33,10.21363,1,232.6228,5888.376817,0,0,1,0
2,69,12.29278948,0,184.979684,2543.181756,0,0,0,0
4,39,13.19651,1,202.6362,5335.120882,0,0,0,0
5,87,13.05931,0,182.4608,6105.932857,0,0,1,0
1,32,9.712933,0,92.5018,3208.1605,1,0,0,1
1,51,10.09755,0,275.1336,5989.772755,0,1,1,0
4,43,10.7808,0,240.1149,1024.131285,1,0,1,0
0,50,13.13153,1,140.0342,1109.724061,0,0,0,1
3,46,12.05332,0,104.9781,5202.311952,0,0,0,0
0,73,4.656974,0,267.6427,1990.707874,0,1,0,0
4,69,5.540788887,1,267.664655,1081.814362,1,0,1,0
2,89,12.74478,0,147.4893,1010.291341,0,0,0,1
1,19,9.614567,1,107.4958,1638.668955,0,0,0,0
1,37,15.61280724,1,152.479779,602.4065111,0,0,1,0
0,39,9.95519,0,242.6143,953.0836423,0,0,1,0
0,34,7.365321,0,159.9656,884.8222735,0,0,0,0
0,32,7.513758,0,182.4608,5118.061873,1,0,1,0
0,47,6.597598,1,172.4555,675.3184526,0,1,1,0
7,55,10.39695,0,187.6094,6768.348896,0,0,0,0
1,73,12.51404385,1,162.498151,1825.848805,0,0,0,1
3,87,12.1183,0,179.9656,1684.817133,0,1,1,0
4,33,12.32894,0,137.4698,6230.059428,0,1,0,0
0,36,7.552930534,0,169.967067,1267.471074,0,0,0,1
7,62,13.04395,1,215.1591,1360.486206,0,0,0,0
3,44,10.27858,0,242.6573,1724.050425,0,0,0,1
1,55,11.57698,1,154.9919,1475.953048,0,1,0,0
0,84,10.39064,0,184.9496,4998.863127,1,0,0,0
0,40,18.21093,0,142.4713,1194.656781,0,1,0,0
1,75,12.73152,0,207.6094,5217.771684,1,0,1,0
1,28,10.20518,0,232.624,6827.563026,0,0,0,0
9,24,8.754383,1,120.0049,1622.201707,0,0,0,0
1,89,8.713419,1,277.6375,5552.256288,0,0,1,0
3,20,9.700117,0,144.9607,463.6732561,0,1,1,0
2,84,3.559550725,0,232.637807,1537.109931,0,0,0,0
0,80,2.110606916,0,187.656013,894.4102553,0,0,0,1
3,74,10.04493,0,275.1336,6268.031469,0,0,1,0
1,21,9.368647,1,174.9755,5547.950501,0,0,1,0
1,48,6.411316,0,194.9525,6265.43461,1,0,0,0
0,57,7.210462,0,192.4567,1443.483853,0,1,1,0
1,72,9.095661093,1,197.483972,1260.12789,0,0,0,0
2,25,6.547081,0,149.9621,5214.115508,1,0,1,0
3,72,13.35731,0,175.1331,5143.531186,0,0,0,1
1,78,7.897277,1,149.9741,5509.232295,0,1,0,0
1,36,10.94456682,0,182.446995,682.9095847,0,0,1,0
1,29,9.015432,0,117.4392,6550.573563,0,1,0,0
2,80,8.634479,1,107.482,5099.928127,1,0,0,0
1,44,11.7274,1,127.4958,362.550034,0,1,1,0
1,70,6.490112,0,134.9801,5915.025109,1,0,0,1
1,51,16.57722,1,194.9882,4999.200658,0,1,1,0
0,42,10.67464,0,252.6378,5940.543417,0,1,1,0
3,58,7.943538816,1,222.665436,1940.626426,0,0,0,1
1,51,12.04308,0,207.6094,1688.469176,0,1,1,0
8,43,14.19303472,1,184.978458,900.3977089,0,0,1,0
3,87,9.022046,1,207.4811,755.4687511,0,0,1,0
3,64,12.91854,0,232.6415,6404.998855,0,0,1,0
1,61,14.25237,1,129.9763,862.9115483,1,0,0,1
2,32,15.9111278,0,139.951231,1259.468498,0,0,0,0
4,63,8.305023,1,184.9647,5361.231393,1,0,1,0
0,84,9.873164,0,227.4754,4896.004846,0,0,1,0
2,46,11.20346894,0,134.950905,986.2673645,0,0,1,0
2,63,8.783413,0,192.4404,571.8948363,0,0,1,0
5,67,13.10202,0,92.5018,832.638565,0,0,0,1
3,26,6.266123,1,117.4835,4893.99719,0,0,0,1
3,34,12.767,0,207.4754,6001.171287,0,0,0,0
4,63,13.45773,1,129.9778,1305.921354,0,0,0,0
2,44,10.89868,0,182.4538,5139.969727,0,1,1,0
2,76,9.94047,0,182.4538,5372.192462,1,0,1,0
0,52,8.54404,1,132.466,6543.110379,1,0,0,0
5,33,11.31837362,0,204.963371,2729.316361,1,0,1,0
0,59,11.03032,0,112.4551,5781.732,0,1,1,0
1,43,10.14014,1,137.4978,1057.86587,0,1,0,1
0,40,7.913676085,0,194.966286,1623.273925,1,0,0,0
0,42,6.390988,0,230.1344,5302.002755,0,0,0,1
10,47,13.10764,0,149.9483,3857.992654,0,1,1,0
1,53,7.615853,0,149.9483,5311.628616,1,0,1,0
3,76,9.726859,0,220.1149,6235.697033,0,0,0,0
0,29,9.654315,0,147.4738,4730.295335,0,0,1,0
10,32,11.17925847,0,127.460067,1808.501398,0,0,0,0
0,73,6.085329,1,129.9598,6317.989438,1,0,0,0
0,71,15.10392,0,152.4579,6580.770491,1,0,0,0
4,36,10.86747966,0,184.967019,938.5556359,0,0,1,0
3,28,13.16727,0,169.9378,5626.093885,0,0,1,0
6,71,12.62617,1,129.9763,4530.607391,0,1,0,1
5,73,17.91239,1,174.9882,4888.511162,0,1,0,0
0,28,8.051881131,0,114.983787,389.1228621,0,1,0,1
7,49,5.646097,1,147.4783,4103.113939,0,0,1,0
3,73,11.14249,0,92.45514,709.6900125,0,0,0,0
1,87,6.185475,0,179.9476,3354.624637,1,0,1,0
0,52,10.95510131,0,194.999168,2007.303617,0,0,0,1
3,81,9.595766472,1,212.669463,2504.245348,0,0,0,1
5,26,11.73432,0,242.6106,4966.413605,0,0,0,0
2,70,8.239022,0,172.4885,6626.316041,0,0,0,0
1,88,14.76822,0,255.1336,4299.70522,0,0,0,0
0,62,7.765869,0,159.9512,4179.193883,0,0,1,0
5,42,13.99538,0,182.447,995.3738841,0,0,1,0
0,30,10.86587,1,232.6228,1046.538825,0,0,1,0
1,40,14.13918,0,182.49,1951.61509,0,0,0,1
3,85,9.758121,0,230.1344,4966.563579,1,0,0,1
4,44,10.65375,1,107.4806,3022.776148,0,0,0,1
4,58,11.29179,0,139.965,5084.851456,1,0,0,0
